Idade,Atrito,Viagem_negócios,Departamento,Distância_casa,Educação,Campo_educação,ID_funcionário,Stisfação_ambiente,Genero,Envolvimento_trabalho,Nível_trabalho,Função,Satisfação_trabalho,Status_civil,Salário,Qtd_empresas_trabalhadas,Hora_extra,Porcentacem_aumento_salário,Desempenho,Satisfação_relação,Qtd_opções_ações,Anos_trabalhando,Qtd_treinamentos,Equilibro_trabalho_pessoal,Anos_companhia,Anos_mesmo_cargo,Anos_pós_promoção,Anos_mesmo_gestor
26,Não,Raramente,Pesquisa & Desenvolvimento,6,3,Ciências da vida,686,3,F,3,1,Técnico de laboratório,4,Casado,2659,1,Sim,13,3,3,1,3,2,3,3,2,0,2
37,Não,Raramente,Pesquisa & Desenvolvimento,3,3,Outro,689,3,M,3,3,Diretor de manufatura,3,Casado,9434,1,Não,15,3,3,1,10,2,3,10,7,7,8
29,Não,Raramente,Vendas,3,2,Medicina,690,2,F,3,2,Executivo de vendas,3,Casado,5561,1,Não,14,3,1,1,6,5,2,6,0,1,2
35,Não,Raramente,Pesquisa & Desenvolvimento,6,4,Ciências da vida,691,2,M,1,2,Pesquisador,4,Solteiro,6646,1,Não,13,3,2,0,17,3,3,17,11,11,8
33,Não,Frequentemente,Pesquisa & Desenvolvimento,6,3,Ciências da vida,692,3,M,3,2,Representante de saúde,4,Divorciado,7725,3,Não,23,4,3,1,15,2,1,13,11,4,7
54,Não,Raramente,Recursos humanos,19,4,Medicina,698,3,M,3,3,Recursos humanos,2,Casado,10725,2,Não,15,3,3,1,16,1,4,9,7,7,1
36,Não,Raramente,Pesquisa & Desenvolvimento,9,2,Medicina,699,2,M,2,2,Diretor de manufatura,2,Divorciado,8847,2,Sim,11,3,3,1,13,2,3,3,2,0,2
27,Não,Raramente,Pesquisa & Desenvolvimento,3,4,Medicina,700,1,M,2,1,Pesquisador,4,Solteiro,2045,0,Não,13,3,4,0,5,0,3,4,2,1,1
20,Sim,Raramente,Pesquisa & Desenvolvimento,10,1,Medicina,701,4,M,3,1,Pesquisador,3,Solteiro,1009,1,Sim,11,3,4,0,1,5,3,1,0,1,1
33,Sim,Frequentemente,Pesquisa & Desenvolvimento,3,3,Ciências da vida,702,1,M,3,1,Pesquisador,1,Solteiro,3348,1,Sim,11,3,1,0,10,3,3,10,8,9,7
35,Não,Não,Pesquisa & Desenvolvimento,3,3,Ciências da vida,704,3,M,2,1,Técnico de laboratório,3,Casado,1281,1,Não,18,3,3,2,1,3,3,1,0,0,0
23,Não,Raramente,Pesquisa & Desenvolvimento,4,3,Medicina,705,1,M,4,1,Pesquisador,1,Casado,2819,2,Não,16,3,1,1,5,3,4,3,2,0,2
25,Não,Raramente,Vendas,8,3,Ciências da vida,707,4,M,4,2,Executivo de vendas,2,Casado,4851,0,Não,22,4,3,1,4,4,3,3,2,1,2
38,Não,Raramente,Vendas,7,4,Marketing,709,4,F,2,2,Executivo de vendas,4,Solteiro,4028,0,Não,20,4,1,0,8,2,3,7,7,0,5
29,Não,Frequentemente,Pesquisa & Desenvolvimento,1,4,Ciências da vida,710,2,M,1,1,Pesquisador,4,Divorciado,2720,1,Não,18,3,4,1,10,5,3,10,7,2,8
48,Não,Raramente,Vendas,2,1,Marketing,712,2,M,4,2,Executivo de vendas,2,Casado,8120,3,Não,12,3,4,0,12,3,3,2,2,2,2
27,Não,Frequentemente,Vendas,3,1,Medicina,714,4,F,4,2,Executivo de vendas,4,Divorciado,4647,1,Sim,20,4,2,2,6,3,3,6,5,0,4
37,Não,Raramente,Pesquisa & Desenvolvimento,10,2,Ciências da vida,715,4,M,4,1,Pesquisador,4,Solteiro,4680,3,Não,17,3,1,0,4,2,3,1,0,0,0
50,Não,Raramente,Pesquisa & Desenvolvimento,28,1,Medicina,716,4,M,4,1,Técnico de laboratório,3,Casado,3221,1,Sim,11,3,3,3,20,3,3,20,8,3,8
34,Não,Raramente,Pesquisa & Desenvolvimento,9,3,Medicina,717,4,F,2,3,Representante de saúde,2,Solteiro,8621,1,Não,14,3,2,0,9,3,4,8,7,7,7
24,Sim,Raramente,Vendas,3,2,Ciências da vida,720,1,F,3,2,Executivo de vendas,3,Solteiro,4577,9,Não,14,3,1,0,4,3,3,2,2,2,0
39,Não,Raramente,Pesquisa & Desenvolvimento,2,4,Curso técnico,721,4,F,2,2,Representante de saúde,3,Solteiro,4553,1,Não,11,3,1,0,20,4,3,20,7,11,10
32,Não,Raramente,Vendas,10,3,Marketing,722,4,M,3,2,Executivo de vendas,4,Solteiro,5396,1,Não,12,3,4,0,10,2,2,10,7,0,8
50,Sim,Frequentemente,Vendas,8,2,Curso técnico,723,2,M,3,2,Executivo de vendas,3,Casado,6796,3,Sim,14,3,1,1,18,4,3,4,3,1,3
38,Não,Raramente,Pesquisa & Desenvolvimento,1,4,Ciências da vida,724,2,F,4,2,Representante de saúde,4,Solteiro,7625,0,Não,13,3,3,0,10,4,2,9,7,1,8
27,Não,Raramente,Pesquisa & Desenvolvimento,1,2,Ciências da vida,725,3,F,3,3,Diretor de manufatura,1,Casado,7412,1,Não,11,3,4,0,9,3,3,9,7,0,7
32,Não,Raramente,Pesquisa & Desenvolvimento,3,2,Ciências da vida,727,3,F,3,3,Diretor de pesquisa,4,Solteiro,11159,3,Não,15,3,4,0,10,6,3,7,7,7,7
47,Não,Raramente,Vendas,14,4,Marketing,728,4,M,3,2,Executivo de vendas,1,Solteiro,4960,2,Não,12,3,4,0,20,2,3,7,7,1,7
40,Não,Frequentemente,Vendas,5,4,Ciências da vida,729,4,M,2,3,Executivo de vendas,1,Casado,10475,5,Sim,21,4,3,1,20,2,3,18,13,1,12
53,Não,Raramente,Pesquisa & Desenvolvimento,7,3,Ciências da vida,730,3,M,4,4,Diretor de pesquisa,3,Casado,14814,3,Não,19,3,3,0,32,3,3,5,1,1,3
41,Não,Raramente,Recursos humanos,10,4,Recursos humanos,731,2,M,2,5,Gerente,4,Divorciado,19141,3,Não,15,3,2,3,23,2,2,21,6,12,6
60,Não,Raramente,Vendas,16,4,Marketing,732,1,M,3,2,Executivo de vendas,1,Solteiro,5405,8,Não,14,3,4,0,10,1,3,2,2,2,2
27,Não,Frequentemente,Pesquisa & Desenvolvimento,10,2,Ciências da vida,733,4,M,3,3,Diretor de manufatura,1,Divorciado,8793,1,Não,21,4,3,2,9,4,2,9,7,1,7
41,Não,Raramente,Recursos humanos,1,3,Recursos humanos,734,4,M,2,5,Gerente,3,Casado,19189,1,Não,12,3,2,1,22,3,3,22,7,2,10
50,Não,Raramente,Vendas,8,4,Marketing,738,4,M,3,1,Representante de vendas,2,Casado,3875,7,Não,15,3,4,1,4,2,3,2,2,2,2
28,Sim,Raramente,Pesquisa & Desenvolvimento,1,2,Ciências da vida,741,1,F,1,1,Pesquisador,2,Solteiro,2216,7,Sim,13,3,4,0,10,4,3,7,7,3,7
36,Não,Não,Pesquisa & Desenvolvimento,8,3,Ciências da vida,742,1,F,4,3,Diretor de pesquisa,1,Casado,11713,9,Não,14,3,1,1,10,2,3,8,7,0,5
38,Não,Raramente,Pesquisa & Desenvolvimento,1,3,Ciências da vida,743,3,F,3,3,Diretor de manufatura,3,Solteiro,7861,4,Sim,14,3,4,0,10,4,4,1,0,0,0
44,Não,Não,Pesquisa & Desenvolvimento,24,3,Medicina,744,1,M,1,1,Técnico de laboratório,3,Solteiro,3708,2,Não,14,3,3,0,9,5,3,5,2,1,4
47,Não,Frequentemente,Vendas,3,3,Medicina,746,4,F,3,4,Executivo de vendas,3,Divorciado,13770,9,Sim,12,3,4,2,28,2,2,22,2,11,13
30,Não,Raramente,Vendas,27,5,Marketing,747,3,M,3,2,Executivo de vendas,4,Divorciado,5304,7,Não,23,4,4,1,10,2,2,8,7,7,7
29,Não,Raramente,Vendas,10,3,Ciências da vida,749,3,M,3,1,Representante de vendas,3,Solteiro,2642,1,Não,11,3,3,0,1,6,3,1,0,0,0
42,Sim,Frequentemente,Pesquisa & Desenvolvimento,19,3,Medicina,752,3,M,4,1,Pesquisador,3,Divorciado,2759,6,Sim,12,3,4,0,7,2,3,2,2,2,2
43,Não,Frequentemente,Vendas,15,3,Ciências da vida,754,4,M,2,2,Executivo de vendas,4,Casado,6804,3,Não,18,3,3,1,7,5,3,2,2,2,2
34,Não,Raramente,Pesquisa & Desenvolvimento,8,2,Medicina,757,2,F,3,2,Representante de saúde,3,Solteiro,6142,3,Não,11,3,4,0,10,2,3,5,1,4,3
23,Não,Raramente,Pesquisa & Desenvolvimento,9,1,Medicina,758,2,M,3,1,Técnico de laboratório,1,Casado,2500,1,Não,14,3,4,1,5,2,4,4,3,0,2
39,Não,Raramente,Recursos humanos,3,3,Recursos humanos,760,3,F,4,2,Recursos humanos,2,Casado,6389,9,Não,15,3,3,1,12,3,1,8,3,3,6
56,Não,Raramente,Pesquisa & Desenvolvimento,9,3,Medicina,762,3,M,3,4,Representante de saúde,4,Casado,11103,7,Não,11,3,3,0,30,1,2,10,7,1,1
40,Não,Raramente,Pesquisa & Desenvolvimento,2,1,Medicina,763,4,F,2,1,Pesquisador,4,Solteiro,2342,0,Sim,20,4,4,0,5,2,2,4,2,2,3
27,Não,Raramente,Pesquisa & Desenvolvimento,7,3,Medicina,764,4,F,2,2,Representante de saúde,1,Solteiro,6811,8,Não,19,3,1,0,9,2,1,7,6,0,7
29,Não,Raramente,Vendas,10,3,Marketing,766,4,M,3,1,Representante de vendas,2,Divorciado,2297,1,Não,14,3,4,2,2,2,3,2,2,2,2
53,Não,Raramente,Pesquisa & Desenvolvimento,6,3,Ciências da vida,769,4,M,3,2,Técnico de laboratório,4,Solteiro,2450,2,Não,17,3,4,0,19,4,3,2,2,2,2
35,Não,Não,Pesquisa & Desenvolvimento,2,4,Ciências da vida,771,4,F,3,2,Representante de saúde,1,Divorciado,5093,2,Não,11,3,1,1,16,2,4,1,0,0,0
32,Não,Frequentemente,Pesquisa & Desenvolvimento,24,4,Ciências da vida,772,1,M,3,2,Técnico de laboratório,4,Casado,5309,1,Não,15,3,4,2,10,2,3,10,8,4,7
38,Não,Raramente,Pesquisa & Desenvolvimento,2,5,Medicina,773,4,M,3,1,Pesquisador,3,Casado,3057,6,Sim,13,3,2,1,6,0,1,1,0,0,1
34,Não,Raramente,Pesquisa & Desenvolvimento,8,5,Ciências da vida,775,2,F,3,2,Diretor de manufatura,1,Divorciado,5121,3,Não,14,3,3,1,7,3,3,0,0,0,0
52,Não,Raramente,Vendas,3,4,Marketing,776,3,M,2,4,Gerente,1,Casado,16856,1,Não,11,3,1,0,34,3,4,34,6,1,16
33,Sim,Raramente,Pesquisa & Desenvolvimento,1,4,Outro,780,4,M,3,1,Pesquisador,4,Solteiro,2686,1,Sim,13,3,3,0,10,2,2,10,9,7,8
25,Não,Raramente,Vendas,26,1,Medicina,781,3,F,3,2,Executivo de vendas,4,Solteiro,6180,1,Não,23,4,2,0,6,5,2,6,5,1,4
45,Não,Raramente,Vendas,2,2,Curso técnico,783,2,M,1,2,Representante de vendas,3,Solteiro,6632,0,Não,13,3,1,0,9,3,3,8,7,3,1
23,Não,Raramente,Pesquisa & Desenvolvimento,10,1,Medicina,784,1,M,4,1,Pesquisador,3,Solteiro,3505,1,Não,18,3,4,0,2,3,3,2,2,0,2
47,Sim,Frequentemente,Vendas,27,2,Ciências da vida,785,2,F,4,2,Executivo de vendas,3,Solteiro,6397,4,Sim,12,3,4,0,8,2,3,5,4,1,3
34,Não,Raramente,Vendas,2,3,Outro,786,4,M,3,2,Executivo de vendas,4,Solteiro,6274,1,Não,22,4,3,0,6,5,3,6,5,1,4
55,Sim,Raramente,Pesquisa & Desenvolvimento,2,3,Medicina,787,4,M,3,5,Gerente,1,Casado,19859,5,Sim,13,3,4,1,24,2,3,5,2,1,4
36,Não,Não,Vendas,8,4,Ciências da vida,789,1,M,2,3,Executivo de vendas,1,Solteiro,7587,1,Não,15,3,2,0,10,1,3,10,7,0,9
52,Não,Não,Pesquisa & Desenvolvimento,19,4,Medicina,791,4,M,3,1,Pesquisador,4,Casado,4258,0,Não,18,3,1,1,5,3,3,4,3,1,2
26,Não,Frequentemente,Pesquisa & Desenvolvimento,1,2,Ciências da vida,792,1,F,1,1,Técnico de laboratório,4,Divorciado,4364,3,Não,14,3,1,1,5,2,3,2,2,2,0
29,Não,Raramente,Pesquisa & Desenvolvimento,27,3,Medicina,793,2,F,3,2,Representante de saúde,3,Casado,4335,4,Não,12,3,1,1,11,3,2,8,7,1,1
26,Sim,Raramente,Vendas,8,3,Curso técnico,796,4,M,2,2,Executivo de vendas,1,Solteiro,5326,6,Não,17,3,3,0,6,2,2,4,3,1,2
34,Não,Raramente,Pesquisa & Desenvolvimento,1,4,Ciências da vida,797,2,F,4,1,Pesquisador,4,Solteiro,3280,2,Não,16,3,3,0,10,2,3,4,2,1,3
54,Não,Raramente,Pesquisa & Desenvolvimento,19,4,Medicina,799,4,F,3,2,Diretor de manufatura,1,Divorciado,5485,9,Sim,11,3,2,2,9,4,3,5,3,1,4
27,Não,Frequentemente,Vendas,8,1,Marketing,800,3,M,3,2,Executivo de vendas,4,Casado,4342,0,Não,19,3,2,1,5,3,3,4,2,1,1
37,Não,Raramente,Pesquisa & Desenvolvimento,10,1,Ciências da vida,802,4,F,3,1,Pesquisador,1,Divorciado,2782,0,Sim,13,3,2,2,6,3,2,5,3,4,3
38,Não,Frequentemente,Pesquisa & Desenvolvimento,2,4,Ciências da vida,803,1,F,4,2,Diretor de manufatura,1,Solteiro,5980,6,Sim,12,3,4,0,17,2,3,15,7,4,12
34,Não,Raramente,Pesquisa & Desenvolvimento,2,4,Medicina,804,3,F,2,1,Pesquisador,1,Solteiro,4381,1,Não,11,3,3,0,6,3,3,6,5,1,3
35,Não,Raramente,Vendas,8,4,Ciências da vida,805,1,F,3,1,Representante de vendas,4,Casado,2572,1,Não,16,3,2,1,3,1,2,3,2,0,2
30,Não,Raramente,Pesquisa & Desenvolvimento,1,3,Ciências da vida,806,4,M,1,1,Técnico de laboratório,3,Casado,3833,3,Não,21,4,3,2,7,2,3,2,2,0,2
40,Não,Frequentemente,Pesquisa & Desenvolvimento,2,2,Medicina,807,3,F,4,2,Representante de saúde,2,Casado,4244,1,Não,24,4,4,1,8,2,3,8,7,3,7
34,Não,Raramente,Vendas,8,2,Ciências da vida,808,3,F,3,2,Executivo de vendas,1,Casado,6500,5,Não,17,3,2,1,6,1,3,3,2,1,2
42,Não,Frequentemente,Pesquisa & Desenvolvimento,8,3,Ciências da vida,809,2,M,3,5,Gerente,4,Divorciado,18430,1,Não,13,3,2,1,24,4,2,24,7,14,9
23,Sim,Raramente,Pesquisa & Desenvolvimento,6,3,Ciências da vida,811,3,M,4,1,Técnico de laboratório,1,Casado,1601,1,Sim,21,4,3,2,1,2,3,0,0,0,0
24,Não,Não,Pesquisa & Desenvolvimento,9,3,Ciências da vida,812,3,M,2,1,Técnico de laboratório,2,Divorciado,2694,1,Não,11,3,3,3,1,4,3,1,0,0,0
52,Não,Raramente,Pesquisa & Desenvolvimento,11,4,Ciências da vida,813,4,F,3,2,Técnico de laboratório,3,Casado,3149,8,Não,20,4,2,1,9,3,3,5,2,1,4
50,Não,Raramente,Pesquisa & Desenvolvimento,2,3,Medicina,815,3,M,3,4,Diretor de pesquisa,3,Casado,17639,5,Não,16,3,4,0,30,3,3,4,3,0,3
29,Sim,Raramente,Pesquisa & Desenvolvimento,1,2,Ciências da vida,816,2,F,2,1,Técnico de laboratório,1,Casado,2319,1,Sim,11,3,4,1,1,1,3,1,0,0,0
33,Não,Raramente,Pesquisa & Desenvolvimento,7,3,Medicina,817,3,M,3,3,Diretor de pesquisa,3,Casado,11691,0,Não,11,3,4,0,14,3,4,13,9,3,7
33,Sim,Raramente,Vendas,16,3,Marketing,819,1,F,3,2,Executivo de vendas,1,Solteiro,5324,5,Não,15,3,3,0,6,3,3,3,2,0,2
47,Não,Raramente,Pesquisa & Desenvolvimento,2,2,Outro,820,3,F,3,4,Gerente,4,Casado,16752,1,Sim,11,3,3,1,26,3,2,26,14,3,0
36,Não,Raramente,Pesquisa & Desenvolvimento,1,3,Outro,823,3,F,3,2,Diretor de manufatura,2,Casado,5228,0,Não,15,3,1,1,10,2,3,9,7,0,5
29,Não,Raramente,Pesquisa & Desenvolvimento,23,2,Ciências da vida,824,3,M,4,1,Pesquisador,3,Casado,2700,1,Não,24,4,3,1,10,3,3,10,7,0,7
58,Sim,Raramente,Pesquisa & Desenvolvimento,2,4,Ciências da vida,825,4,M,3,5,Diretor de pesquisa,2,Solteiro,19246,7,Sim,12,3,4,0,40,2,3,31,15,13,8
35,Não,Raramente,Pesquisa & Desenvolvimento,1,4,Ciências da vida,826,4,F,4,1,Pesquisador,3,Solteiro,2506,3,Não,13,3,3,0,7,0,3,2,2,2,2
42,Não,Raramente,Pesquisa & Desenvolvimento,1,2,Ciências da vida,827,4,F,2,2,Diretor de manufatura,4,Casado,6062,9,Sim,13,3,4,1,8,4,3,4,3,0,2
28,Sim,Raramente,Pesquisa & Desenvolvimento,2,4,Medicina,828,3,M,3,1,Pesquisador,3,Solteiro,4382,6,Não,17,3,4,0,5,3,2,2,2,2,1
36,Não,Raramente,Recursos humanos,13,3,Recursos humanos,829,3,M,3,1,Recursos humanos,2,Casado,2143,4,Não,13,3,2,1,8,2,3,5,2,0,4
32,Não,Raramente,Pesquisa & Desenvolvimento,4,3,Ciências da vida,830,3,F,2,2,Diretor de manufatura,3,Casado,6162,1,Não,12,3,3,1,14,3,3,14,13,6,8
40,Não,Frequentemente,Pesquisa & Desenvolvimento,16,4,Medicina,832,1,M,2,2,Técnico de laboratório,3,Solteiro,5094,6,Não,14,3,4,0,10,6,3,1,0,0,0
30,Não,Raramente,Pesquisa & Desenvolvimento,2,3,Medicina,833,3,F,2,2,Diretor de manufatura,4,Solteiro,6877,5,Sim,24,4,2,0,12,4,2,0,0,0,0
45,Não,Raramente,Pesquisa & Desenvolvimento,2,3,Ciências da vida,834,2,F,2,1,Pesquisador,3,Solteiro,2274,1,Não,14,3,4,0,1,3,3,1,0,0,0
42,Não,Raramente,Pesquisa & Desenvolvimento,29,3,Ciências da vida,836,2,M,3,2,Diretor de manufatura,2,Casado,4434,1,Não,13,3,4,1,10,3,2,9,8,7,8
38,Não,Frequentemente,Pesquisa & Desenvolvimento,12,3,Ciências da vida,837,1,M,2,2,Representante de saúde,1,Divorciado,6288,2,Não,15,3,3,1,13,3,2,4,3,1,2
34,Não,Frequentemente,Pesquisa & Desenvolvimento,16,4,Ciências da vida,838,3,F,2,1,Pesquisador,4,Solteiro,2553,1,Não,16,3,3,0,6,3,3,5,2,1,3
49,Sim,Raramente,Vendas,11,3,Marketing,840,3,F,3,3,Executivo de vendas,4,Casado,7654,1,Não,18,3,1,2,9,3,4,9,8,7,7
55,Sim,Raramente,Vendas,2,1,Medicina,842,3,M,3,2,Executivo de vendas,4,Solteiro,5160,4,Não,16,3,3,0,12,3,2,9,7,7,3
43,Não,Raramente,Pesquisa & Desenvolvimento,14,2,Ciências da vida,843,2,M,3,4,Diretor de pesquisa,1,Casado,17159,6,Não,24,4,3,1,22,3,3,4,1,1,0
27,Não,Raramente,Pesquisa & Desenvolvimento,5,1,Curso técnico,844,3,M,2,3,Diretor de pesquisa,4,Divorciado,12808,1,Sim,16,3,2,1,9,3,3,9,8,0,8
35,Não,Raramente,Pesquisa & Desenvolvimento,7,3,Outro,845,3,M,3,3,Diretor de manufatura,3,Solteiro,10221,3,Não,21,4,2,0,17,3,4,8,5,1,6
28,Não,Raramente,Vendas,2,4,Marketing,846,2,F,3,2,Executivo de vendas,2,Casado,4779,1,Sim,20,4,1,0,8,2,3,8,7,7,5
34,Não,Raramente,Recursos humanos,3,2,Recursos humanos,847,3,M,3,1,Recursos humanos,4,Casado,3737,0,Não,19,3,3,1,4,1,1,3,2,0,2
26,Sim,Frequentemente,Pesquisa & Desenvolvimento,5,2,Medicina,848,3,F,2,1,Pesquisador,3,Casado,2366,1,Sim,14,3,1,1,8,2,3,8,7,1,7
27,Não,Não,Pesquisa & Desenvolvimento,3,3,Medicina,850,4,M,3,1,Pesquisador,4,Casado,1706,1,Não,11,3,3,3,0,6,2,0,0,0,0
51,Não,Raramente,Vendas,26,4,Marketing,851,1,F,3,4,Gerente,3,Casado,16307,2,Não,14,3,3,1,29,2,2,20,6,4,17
44,Não,Raramente,Pesquisa & Desenvolvimento,4,3,Medicina,852,4,M,3,2,Representante de saúde,2,Solteiro,5933,9,Não,12,3,4,0,10,2,2,5,2,2,3
25,Não,Raramente,Pesquisa & Desenvolvimento,2,1,Medicina,854,1,M,4,1,Pesquisador,1,Solteiro,3424,7,Não,13,3,3,0,6,3,2,4,3,0,1
33,Não,Raramente,Vendas,1,3,Medicina,855,1,M,4,2,Executivo de vendas,1,Divorciado,4037,1,Não,22,4,1,1,9,5,3,9,8,0,8
35,Não,Raramente,Pesquisa & Desenvolvimento,27,1,Medicina,856,3,F,2,1,Pesquisador,1,Solteiro,2559,1,Não,11,3,4,0,6,3,2,6,5,1,1
36,Não,Raramente,Vendas,1,2,Ciências da vida,857,2,M,3,2,Executivo de vendas,4,Casado,6201,1,Sim,14,3,4,1,18,1,2,18,14,4,11
32,Não,Raramente,Vendas,13,4,Ciências da vida,859,2,M,3,2,Executivo de vendas,4,Divorciado,4403,2,Não,11,3,3,1,8,3,2,5,2,0,3
30,Não,Frequentemente,Pesquisa & Desenvolvimento,5,4,Ciências da vida,861,2,M,2,1,Pesquisador,4,Divorciado,3761,9,Não,12,3,2,1,10,3,2,5,4,0,3
53,Não,Raramente,Vendas,7,2,Marketing,862,1,F,2,3,Executivo de vendas,4,Casado,10934,7,Sim,18,3,4,1,35,3,3,5,2,0,4
45,Não,Raramente,Vendas,9,3,Marketing,864,4,M,3,3,Executivo de vendas,1,Divorciado,10761,4,Sim,12,3,3,1,18,2,3,5,4,0,2
32,Não,Raramente,Pesquisa & Desenvolvimento,8,2,Medicina,865,3,F,4,2,Pesquisador,3,Casado,5175,5,Não,12,3,3,1,9,3,2,5,3,1,3
52,Não,Frequentemente,Pesquisa & Desenvolvimento,25,4,Medicina,867,3,F,2,4,Diretor de manufatura,4,Casado,13826,3,Não,22,4,3,0,31,3,3,9,8,0,0
37,Não,Raramente,Vendas,16,4,Marketing,868,4,M,2,2,Executivo de vendas,3,Divorciado,6334,4,Não,19,3,4,2,9,2,3,1,0,0,0
28,Não,Raramente,Recursos humanos,8,2,Medicina,869,2,M,2,1,Recursos humanos,4,Divorciado,4936,1,Não,13,3,4,1,6,6,3,5,1,0,4
22,Não,Raramente,Pesquisa & Desenvolvimento,1,2,Ciências da vida,872,4,M,2,2,Diretor de manufatura,4,Casado,4775,6,Não,22,4,1,2,4,2,1,2,2,2,2
44,Não,Raramente,Pesquisa & Desenvolvimento,8,4,Ciências da vida,874,1,M,4,1,Técnico de laboratório,4,Casado,2818,2,Sim,24,4,3,1,10,2,2,3,2,0,2
42,Não,Frequentemente,Pesquisa & Desenvolvimento,2,1,Medicina,875,2,M,3,1,Pesquisador,4,Solteiro,2515,5,Sim,14,3,4,0,8,2,3,2,1,2,2
36,Não,Raramente,Recursos humanos,8,3,Ciências da vida,878,1,M,2,1,Recursos humanos,1,Casado,2342,0,Não,21,4,3,0,6,3,3,5,4,0,3
25,Não,Raramente,Vendas,3,1,Outro,879,3,M,3,2,Executivo de vendas,1,Casado,4194,1,Sim,18,3,4,0,5,3,3,5,3,0,3
35,Não,Raramente,Pesquisa & Desenvolvimento,9,3,Ciências da vida,880,4,F,2,3,Diretor de manufatura,3,Casado,10685,1,Sim,20,4,2,1,17,2,3,17,14,5,15
35,Sim,Frequentemente,Pesquisa & Desenvolvimento,25,4,Ciências da vida,881,4,F,3,1,Pesquisador,2,Divorciado,2022,1,Sim,19,3,1,1,10,3,2,10,2,7,8
32,Não,Não,Pesquisa & Desenvolvimento,1,3,Ciências da vida,882,4,M,3,1,Técnico de laboratório,4,Divorciado,2314,0,Não,12,3,2,1,4,2,3,3,0,0,2
25,Não,Raramente,Vendas,4,1,Marketing,885,3,M,2,2,Executivo de vendas,1,Casado,4256,1,Não,12,3,1,0,5,1,4,5,2,0,3
49,Não,Raramente,Pesquisa & Desenvolvimento,1,3,Curso técnico,887,3,F,3,1,Pesquisador,1,Casado,3580,2,Não,16,3,2,1,7,2,3,4,2,0,2
24,Não,Não,Pesquisa & Desenvolvimento,4,1,Ciências da vida,888,1,M,2,1,Técnico de laboratório,4,Casado,3162,0,Não,17,3,4,0,6,2,2,5,2,3,4
32,Não,Frequentemente,Vendas,5,2,Ciências da vida,889,2,M,3,2,Executivo de vendas,2,Casado,6524,1,Não,14,3,4,1,10,3,3,10,8,5,3
38,Não,Raramente,Vendas,9,3,Marketing,893,2,M,2,1,Representante de vendas,2,Casado,2899,0,Não,19,3,4,1,3,3,3,2,2,1,2
42,Não,Raramente,Pesquisa & Desenvolvimento,3,3,Ciências da vida,894,3,F,4,2,Técnico de laboratório,4,Casado,5231,2,Sim,13,3,2,1,17,1,2,5,3,1,3
31,Não,Raramente,Pesquisa & Desenvolvimento,11,4,Ciências da vida,895,4,M,3,1,Pesquisador,4,Casado,2356,3,Sim,19,3,2,1,8,2,3,6,4,0,2
29,Sim,Raramente,Vendas,1,3,Medicina,896,2,F,2,1,Representante de vendas,3,Divorciado,2800,6,Sim,19,3,3,3,5,3,3,3,2,0,2
53,Não,Raramente,Vendas,8,3,Marketing,897,1,M,3,4,Executivo de vendas,4,Casado,11836,5,Não,14,3,3,1,28,3,3,2,0,2,2
35,Não,Raramente,Pesquisa & Desenvolvimento,25,3,Curso técnico,899,4,M,2,3,Diretor de manufatura,2,Casado,10903,3,Não,16,3,1,0,16,2,3,13,10,4,8
37,Não,Frequentemente,Vendas,21,2,Medicina,900,3,F,3,1,Representante de vendas,4,Casado,2973,5,Não,15,3,2,1,10,3,3,5,4,0,0
53,Não,Raramente,Pesquisa & Desenvolvimento,23,4,Ciências da vida,901,4,F,3,4,Diretor de pesquisa,4,Solteiro,14275,6,Não,18,3,3,0,33,0,3,12,9,3,8
43,Não,Frequentemente,Pesquisa & Desenvolvimento,1,3,Ciências da vida,902,4,F,3,2,Representante de saúde,4,Casado,5562,4,Não,13,3,2,1,12,2,2,5,2,2,2
47,Não,Raramente,Vendas,2,2,Marketing,903,3,F,3,2,Executivo de vendas,4,Casado,4537,0,Sim,22,4,1,1,8,2,3,7,6,7,7
37,Não,Não,Vendas,19,2,Medicina,904,1,M,3,3,Executivo de vendas,2,Solteiro,7642,1,Sim,13,3,4,0,10,2,3,10,0,0,9
50,Não,Não,Pesquisa & Desenvolvimento,2,4,Ciências da vida,905,1,M,3,4,Gerente,1,Divorciado,17924,1,Não,11,3,4,1,31,3,3,31,6,14,7
39,Não,Raramente,Recursos humanos,2,3,Ciências da vida,909,4,F,2,2,Recursos humanos,4,Casado,5204,8,Não,11,3,3,2,13,2,3,5,4,0,4
33,Não,Raramente,Recursos humanos,3,2,Recursos humanos,910,4,M,3,1,Recursos humanos,2,Divorciado,2277,3,Sim,11,3,3,1,7,4,4,4,3,0,3
32,Sim,Raramente,Pesquisa & Desenvolvimento,25,4,Ciências da vida,911,1,M,3,1,Técnico de laboratório,4,Solteiro,2795,1,Sim,24,4,3,0,1,2,1,1,0,0,1
29,Não,Raramente,Pesquisa & Desenvolvimento,7,1,Medicina,912,1,F,2,1,Técnico de laboratório,4,Divorciado,2532,6,Não,14,3,3,3,8,5,3,4,3,0,3
44,Não,Raramente,Pesquisa & Desenvolvimento,9,2,Ciências da vida,913,2,M,3,1,Pesquisador,1,Casado,2559,1,Sim,13,3,4,0,8,0,3,8,7,7,1
